ano_mes,trimestre,qtd,qtd_indicador,cat3_1,cat3_2,cat3_3,cat3_4,cat3_5,cat3_6,cat4_1,cat4_2,cat4_3,cat10_1
202502,01T25,276,198,C1,B2,B3,B4,B5,C6,D1,D2,D3,C4
202502,01T25,401,284,B1,B2,B3,C4,C5,C6,C1,D2,B3,C5
202502,01T25,61,49,B1,C2,B3,A4,C5,A6,B1,D2,C3,C7
202502,01T25,81,55,C1,A2,C3,A4,C5,C6,D1,A2,A3,C4
202502,01T25,267,214,A1,B2,B3,B4,B5,C6,C1,D2,D3,C2
202502,01T25,130,96,B1,C2,C3,C4,B5,A6,D1,B2,B3,C1
202502,01T25,186,152,A1,A2,C3,A4,A5,A6,B1,A2,A3,C9
202502,01T25,535,361,B1,C2,A3,C4,A5,B6,B1,B2,A3,C6
202502,01T25,153,118,A1,C2,A3,C4,B5,B6,C1,B2,A3,C5
202502,01T25,79,60,B1,A2,B3,B4,A5,B6,C1,C2,C3,C3
202502,01T25,297,222,B1,A2,A3,C4,B5,A6,D1,B2,A3,C2
202502,01T25,49,34,C1,A2,B3,A4,C5,A6,A1,C2,C3,C10
202502,01T25,484,331,A1,C2,C3,B4,A5,B6,D1,C2,B3,C5
202502,01T25,141,107,B1,B2,C3,B4,B5,B6,D1,C2,B3,C4
202502,01T25,58,45,C1,C2,C3,A4,B5,B6,C1,B2,A3,C4
202502,01T25,71,52,B1,A2,B3,C4,C5,A6,D1,B2,D3,C1
202502,01T25,180,145,B1,A2,A3,C4,C5,A6,B1,C2,A3,C8
202502,01T25,193,135,B1,C2,C3,B4,C5,A6,C1,B2,B3,C6
202502,01T25,157,117,C1,A2,C3,C4,C5,A6,A1,A2,C3,C5
202502,01T25,38,28,A1,C2,C3,B4,C5,A6,A1,B2,B3,C5
202502,01T25,88,72,C1,A2,C3,C4,B5,B6,C1,D2,B3,C2
202502,01T25,191,140,C1,B2,A3,B4,C5,A6,B1,C2,B3,C8
202502,01T25,368,263,A1,C2,A3,A4,C5,B6,B1,D2,C3,C5
202502,01T25,218,144,B1,C2,C3,A4,C5,C6,D1,B2,C3,C3
202502,01T25,175,140,C1,B2,B3,A4,C5,A6,A1,A2,D3,C4
202502,01T25,214,180,B1,A2,C3,C4,A5,B6,A1,D2,C3,C7
202502,01T25,304,226,C1,B2,C3,B4,B5,B6,A1,C2,C3,C5
202502,01T25,130,99,C1,B2,A3,B4,C5,A6,C1,B2,C3,C2
202502,01T25,508,408,B1,A2,B3,A4,A5,C6,C1,C2,A3,C10
202502,01T25,110,83,B1,C2,B3,C4,C5,A6,B1,A2,A3,C10
202502,01T25,139,113,A1,B2,C3,B4,A5,A6,B1,D2,C3,C1
202502,01T25,325,247,B1,B2,B3,A4,A5,A6,B1,D2,C3,C10
202502,01T25,54,39,A1,C2,B3,C4,A5,C6,C1,B2,A3,C1
202502,01T25,190,131,C1,A2,C3,B4,C5,A6,D1,C2,C3,C4
202502,01T25,193,116,C1,C2,B3,A4,C5,C6,A1,B2,D3,C3
202502,01T25,162,132,A1,B2,B3,B4,A5,C6,D1,C2,C3,C5
202502,01T25,154,118,C1,A2,C3,C4,C5,A6,D1,D2,A3,C2
202502,01T25,88,79,B1,A2,A3,C4,B5,C6,D1,A2,B3,C6
202502,01T25,416,304,B1,C2,B3,C4,B5,A6,A1,A2,B3,C1
202502,01T25,739,595,B1,A2,C3,C4,A5,C6,B1,D2,C3,C8
202502,01T25,56,41,B1,A2,B3,C4,A5,B6,C1,A2,B3,C7
202502,01T25,17,12,A1,B2,A3,A4,C5,C6,A1,A2,A3,C6
202502,01T25,274,185,C1,C2,C3,A4,A5,B6,C1,D2,A3,C6
202502,01T25,59,47,B1,B2,B3,C4,A5,C6,A1,D2,D3,C1
202502,01T25,129,92,C1,A2,C3,A4,B5,B6,A1,D2,A3,C3
202502,01T25,145,124,A1,A2,B3,C4,A5,A6,A1,B2,B3,C2
202502,01T25,160,109,B1,A2,B3,C4,B5,A6,D1,C2,D3,C5
202502,01T25,194,139,B1,C2,C3,C4,B5,B6,A1,B2,D3,C6
202502,01T25,58,47,A1,B2,B3,A4,C5,C6,A1,C2,A3,C6
202502,01T25,150,100,A1,C2,B3,B4,B5,C6,D1,C2,C3,C4
202502,01T25,111,87,C1,B2,B3,A4,B5,C6,C1,A2,D3,C7
202502,01T25,214,174,A1,C2,A3,A4,B5,C6,B1,B2,B3,C5
202502,01T25,85,65,A1,A2,B3,B4,B5,C6,D1,A2,C3,C2
202502,01T25,312,224,A1,A2,B3,C4,C5,C6,D1,A2,A3,C1
202502,01T25,771,574,A1,C2,A3,C4,C5,A6,A1,A2,B3,C8
202502,01T25,55,37,C1,B2,B3,B4,B5,C6,A1,C2,B3,C10
202502,01T25,573,434,C1,A2,C3,B4,C5,B6,D1,A2,A3,C4
202502,01T25,172,136,C1,B2,C3,B4,A5,A6,C1,C2,B3,C4
202502,01T25,89,65,A1,A2,B3,A4,A5,B6,B1,C2,A3,C8
202502,01T25,282,204,B1,A2,B3,C4,A5,B6,D1,B2,A3,C1
202502,01T25,175,136,C1,B2,B3,C4,C5,C6,C1,C2,A3,C9
202502,01T25,56,40,C1,A2,B3,C4,B5,A6,A1,D2,C3,C2
202502,01T25,400,297,A1,A2,A3,C4,B5,C6,B1,D2,C3,C1
202503,01T25,247,190,C1,B2,C3,B4,C5,B6,C1,A2,D3,C3
202503,01T25,152,103,B1,C2,B3,B4,B5,A6,B1,A2,A3,C4
202503,01T25,474,324,A1,C2,B3,C4,B5,C6,D1,B2,D3,C9
202503,01T25,462,361,A1,C2,A3,B4,B5,A6,A1,D2,C3,C10
202503,01T25,749,540,C1,B2,B3,B4,C5,C6,A1,A2,D3,C10
202503,01T25,215,149,C1,A2,B3,B4,A5,B6,D1,A2,D3,C10
202503,01T25,29,22,C1,A2,C3,A4,C5,A6,C1,D2,D3,C6
202503,01T25,130,83,A1,B2,B3,B4,C5,B6,D1,B2,D3,C6
202503,01T25,403,305,A1,C2,A3,A4,C5,B6,A1,C2,C3,C4
202503,01T25,242,164,A1,B2,C3,A4,A5,A6,C1,C2,A3,C3
202503,01T25,1022,761,B1,B2,C3,B4,B5,C6,D1,D2,C3,C2
202503,01T25,167,127,A1,B2,B3,C4,B5,C6,B1,A2,A3,C8
202503,01T25,265,206,B1,A2,C3,A4,B5,C6,D1,A2,B3,C10
202503,01T25,345,261,A1,A2,B3,B4,B5,A6,D1,D2,C3,C4
202503,01T25,228,173,B1,B2,A3,B4,B5,A6,D1,A2,D3,C4
202503,01T25,219,166,A1,A2,A3,A4,C5,C6,D1,C2,D3,C3
202503,01T25,198,144,A1,B2,A3,A4,B5,C6,B1,D2,D3,C5
202503,01T25,178,136,A1,B2,C3,A4,C5,A6,A1,C2,D3,C6
202503,01T25,265,227,C1,A2,C3,B4,A5,C6,A1,B2,D3,C2
202503,01T25,275,212,C1,A2,C3,A4,B5,A6,C1,B2,C3,C4
202503,01T25,135,108,A1,A2,C3,A4,B5,B6,C1,D2,D3,C5
202503,01T25,8,6,A1,A2,A3,C4,B5,C6,B1,D2,D3,C2
202503,01T25,191,147,C1,C2,B3,C4,C5,A6,A1,D2,D3,C10
202503,01T25,114,93,A1,B2,C3,C4,C5,C6,D1,B2,C3,C6
202503,01T25,44,33,A1,C2,B3,C4,B5,B6,A1,A2,D3,C7
202503,01T25,220,163,C1,A2,B3,B4,B5,A6,C1,B2,C3,C2
202503,01T25,566,445,A1,A2,C3,B4,A5,C6,A1,A2,D3,C6
202503,01T25,33,24,C1,A2,C3,C4,A5,C6,A1,D2,A3,C2
202503,01T25,137,94,B1,A2,B3,A4,C5,C6,C1,B2,C3,C1
202503,01T25,331,241,B1,A2,A3,A4,A5,A6,A1,C2,C3,C9
202503,01T25,249,196,A1,C2,C3,B4,A5,C6,C1,C2,D3,C6
202503,01T25,302,228,C1,C2,B3,C4,C5,B6,D1,D2,B3,C6
202503,01T25,110,84,C1,A2,B3,B4,B5,B6,C1,A2,D3,C7
202503,01T25,140,115,A1,C2,B3,C4,A5,C6,A1,D2,D3,C5
202503,01T25,866,618,A1,C2,B3,A4,B5,B6,C1,C2,D3,C5
202503,01T25,17,12,A1,A2,B3,C4,C5,B6,A1,B2,C3,C9
202503,01T25,122,98,B1,A2,C3,B4,A5,A6,C1,B2,C3,C4
202503,01T25,184,132,C1,C2,C3,B4,C5,B6,A1,C2,A3,C1
202503,01T25,81,63,C1,B2,C3,B4,B5,A6,B1,A2,D3,C4
202503,01T25,13,9,C1,A2,C3,A4,B5,C6,C1,C2,C3,C4
202503,01T25,678,489,A1,A2,A3,B4,A5,C6,B1,A2,C3,C3
202503,01T25,99,78,A1,A2,C3,A4,C5,B6,B1,D2,C3,C6
202503,01T25,134,109,B1,C2,B3,A4,B5,B6,D1,D2,A3,C3
202503,01T25,428,336,B1,A2,C3,B4,A5,C6,D1,C2,A3,C1
202503,01T25,714,547,A1,A2,B3,B4,A5,C6,B1,A2,C3,C10
202503,01T25,730,561,B1,C2,A3,C4,C5,C6,C1,B2,A3,C6
202503,01T25,523,408,C1,B2,A3,C4,C5,B6,D1,A2,C3,C9
202503,01T25,76,59,C1,A2,B3,A4,C5,C6,C1,D2,D3,C10
202503,01T25,269,205,A1,A2,C3,B4,C5,B6,C1,C2,C3,C9
202503,01T25,324,244,A1,A2,B3,A4,B5,A6,A1,D2,B3,C10
202503,01T25,760,592,B1,A2,A3,B4,B5,A6,C1,B2,B3,C10
202503,01T25,140,101,B1,C2,A3,B4,B5,C6,C1,B2,B3,C3
202503,01T25,395,306,C1,B2,A3,A4,C5,B6,D1,C2,D3,C3
202503,01T25,514,402,C1,B2,A3,C4,C5,B6,C1,D2,D3,C7
202503,01T25,12,9,A1,B2,C3,A4,A5,C6,A1,B2,B3,C2
202503,01T25,97,78,A1,C2,A3,B4,A5,A6,D1,D2,B3,C1
202503,01T25,115,82,B1,A2,A3,C4,B5,C6,A1,C2,C3,C2
202503,01T25,377,322,B1,A2,C3,B4,B5,B6,B1,A2,A3,C3
202503,01T25,179,123,C1,C2,B3,B4,A5,B6,A1,B2,D3,C3
202503,01T25,1052,829,C1,A2,C3,B4,A5,A6,D1,B2,A3,C6
202503,01T25,367,259,A1,B2,A3,C4,B5,A6,B1,B2,D3,C9
202503,01T25,62,45,C1,A2,B3,C4,B5,C6,A1,B2,A3,C6
202503,01T25,740,586,A1,C2,C3,A4,C5,C6,A1,D2,B3,C2
202503,01T25,47,40,B1,A2,C3,A4,B5,A6,A1,B2,C3,C2
202503,01T25,509,385,C1,B2,A3,B4,B5,A6,B1,B2,B3,C6
202503,01T25,478,374,B1,C2,B3,C4,A5,C6,D1,B2,B3,C9
202503,01T25,151,109,B1,B2,A3,A4,B5,A6,B1,D2,A3,C3
202503,01T25,192,122,B1,B2,B3,B4,A5,A6,D1,A2,D3,C4
202503,01T25,220,178,A1,B2,C3,B4,C5,A6,C1,D2,B3,C8
202503,01T25,111,79,C1,B2,A3,A4,A5,A6,C1,B2,B3,C3
202503,01T25,281,195,C1,C2,C3,A4,A5,A6,B1,B2,A3,C2
202503,01T25,86,73,B1,B2,A3,A4,A5,A6,B1,C2,D3,C9
202503,01T25,67,53,A1,A2,B3,A4,A5,C6,A1,C2,A3,C9
202503,01T25,57,44,B1,A2,C3,A4,B5,A6,C1,A2,C3,C5
202503,01T25,604,453,C1,A2,B3,B4,A5,C6,D1,B2,D3,C3
202503,01T25,388,278,B1,A2,A3,B4,C5,B6,B1,D2,B3,C4
202503,01T25,407,307,B1,B2,B3,C4,A5,C6,C1,B2,B3,C9
202503,01T25,87,69,C1,C2,A3,C4,B5,B6,A1,A2,D3,C6
202503,01T25,672,501,A1,C2,C3,C4,A5,B6,B1,B2,D3,C9
202503,01T25,42,32,A1,A2,A3,C4,C5,C6,A1,B2,C3,C5
202503,01T25,60,47,C1,C2,A3,B4,B5,A6,B1,C2,A3,C9
202503,01T25,632,464,C1,A2,B3,B4,B5,B6,A1,B2,D3,C4
202503,01T25,149,110,C1,A2,A3,A4,B5,A6,D1,A2,D3,C8
202503,01T25,16,12,C1,A2,B3,B4,B5,A6,B1,B2,C3,C6
202503,01T25,368,280,B1,C2,B3,B4,B5,B6,B1,A2,A3,C7
202503,01T25,168,145,A1,A2,A3,B4,B5,A6,D1,A2,A3,C3
202503,01T25,7,4,A1,B2,C3,B4,C5,A6,B1,B2,C3,C2
202503,01T25,262,204,B1,B2,C3,A4,A5,C6,D1,A2,B3,C10
202503,01T25,51,39,C1,C2,B3,C4,C5,B6,C1,B2,C3,C7
202503,01T25,13,9,A1,C2,B3,C4,A5,B6,D1,A2,C3,C5
202503,01T25,126,96,C1,A2,B3,B4,A5,A6,B1,C2,D3,C1
202503,01T25,134,110,C1,A2,C3,B4,A5,A6,A1,D2,D3,C3
202503,01T25,230,175,B1,B2,C3,C4,A5,C6,A1,D2,D3,C4
202503,01T25,1472,1142,A1,B2,C3,A4,B5,A6,C1,D2,C3,C9
202503,01T25,168,116,B1,C2,A3,A4,C5,C6,A1,C2,A3,C3
202503,01T25,187,127,A1,B2,C3,A4,C5,C6,C1,A2,A3,C2
202503,01T25,158,128,B1,C2,B3,B4,C5,B6,D1,C2,D3,C2
202503,01T25,1281,1115,B1,B2,A3,C4,B5,B6,C1,A2,B3,C2
202503,01T25,128,82,C1,B2,A3,C4,B5,C6,D1,C2,C3,C4
202503,01T25,219,182,A1,C2,C3,A4,A5,C6,A1,C2,D3,C8
202503,01T25,112,90,A1,C2,C3,A4,B5,C6,B1,B2,D3,C6
202503,01T25,15,12,A1,C2,A3,A4,A5,C6,C1,D2,C3,C1
202503,01T25,117,86,C1,C2,B3,B4,A5,A6,A1,C2,C3,C10
202503,01T25,7,5,B1,B2,B3,B4,B5,A6,C1,B2,B3,C5
202503,01T25,33,25,A1,C2,B3,A4,A5,B6,A1,A2,C3,C1
202503,01T25,87,72,B1,A2,A3,B4,C5,A6,B1,A2,A3,C7
202503,01T25,37,30,A1,B2,A3,C4,A5,C6,C1,D2,A3,C10
202503,01T25,75,54,B1,A2,B3,A4,B5,A6,C1,A2,A3,C5
202503,01T25,272,207,C1,A2,A3,A4,A5,B6,B1,C2,B3,C2
202503,01T25,130,98,B1,A2,B3,B4,A5,C6,C1,C2,A3,C4
202503,01T25,160,108,C1,A2,C3,A4,A5,B6,A1,C2,A3,C10
202503,01T25,372,247,C1,C2,A3,B4,C5,C6,D1,D2,A3,C9
202503,01T25,73,62,C1,C2,A3,C4,C5,C6,C1,A2,C3,C7
202503,01T25,598,388,C1,B2,B3,B4,A5,B6,C1,B2,B3,C1
202503,01T25,83,65,C1,C2,A3,C4,B5,B6,A1,C2,D3,C5
202503,01T25,180,140,C1,A2,A3,A4,B5,B6,B1,D2,C3,C10
202503,01T25,0,0,C1,A2,B3,B4,B5,A6,C1,A2,B3,C1
202503,01T25,128,98,A1,C2,C3,B4,A5,A6,B1,D2,C3,C4
202503,01T25,105,85,A1,A2,C3,B4,A5,A6,A1,B2,D3,C10
202503,01T25,377,272,B1,B2,A3,C4,C5,A6,B1,C2,B3,C6
202503,01T25,78,61,B1,C2,C3,A4,A5,C6,B1,B2,D3,C10
202503,01T25,176,123,C1,C2,B3,C4,C5,A6,D1,C2,D3,C9
202503,01T25,792,563,A1,C2,B3,A4,A5,A6,C1,D2,A3,C5
202503,01T25,164,120,A1,B2,C3,B4,A5,B6,A1,D2,A3,C4
202503,01T25,79,57,B1,B2,B3,A4,B5,B6,B1,C2,C3,C3
202503,01T25,344,276,A1,B2,C3,B4,B5,B6,B1,C2,A3,C5
202503,01T25,16,12,C1,C2,B3,B4,B5,B6,C1,D2,B3,C2
202503,01T25,5,3,B1,C2,B3,C4,C5,A6,D1,B2,B3,C3
202503,01T25,441,347,C1,B2,B3,C4,B5,C6,B1,B2,B3,C10
202503,01T25,126,83,B1,B2,A3,C4,B5,C6,D1,A2,C3,C5
202503,01T25,317,204,B1,B2,C3,A4,C5,C6,C1,C2,A3,C9
202503,01T25,26,19,C1,B2,A3,A4,B5,C6,B1,A2,D3,C5
202503,01T25,255,202,C1,A2,B3,C4,C5,C6,D1,D2,B3,C4
202503,01T25,190,145,A1,A2,C3,C4,C5,B6,D1,C2,B3,C3
202503,01T25,518,412,C1,C2,B3,C4,A5,A6,C1,B2,C3,C8
202503,01T25,28,19,B1,B2,C3,A4,C5,C6,A1,A2,B3,C3
202503,01T25,63,45,C1,A2,A3,B4,C5,A6,B1,C2,A3,C4
202503,01T25,282,180,A1,B2,C3,C4,A5,C6,B1,C2,A3,C7
202503,01T25,201,149,C1,B2,C3,B4,B5,B6,A1,C2,A3,C2
202503,01T25,50,41,C1,A2,B3,B4,B5,A6,D1,B2,A3,C3
202503,01T25,355,266,A1,A2,B3,A4,C5,A6,A1,C2,B3,C8
202503,01T25,181,133,B1,C2,C3,B4,C5,B6,B1,A2,D3,C10
202503,01T25,68,51,C1,A2,A3,C4,A5,C6,D1,A2,D3,C3
202503,01T25,152,110,C1,C2,C3,B4,B5,B6,D1,A2,C3,C2
202503,01T25,410,283,A1,B2,A3,C4,C5,C6,C1,C2,B3,C8
202503,01T25,409,305,B1,C2,C3,B4,C5,A6,B1,A2,A3,C3
202503,01T25,549,473,B1,B2,C3,B4,C5,B6,C1,A2,A3,C1
202503,01T25,34,23,C1,B2,B3,A4,C5,A6,A1,D2,B3,C7
202503,01T25,158,143,C1,C2,C3,C4,B5,C6,B1,B2,C3,C4
202503,01T25,2,1,C1,C2,C3,B4,C5,C6,D1,C2,B3,C4
202503,01T25,444,346,C1,B2,C3,A4,A5,C6,B1,A2,D3,C9
202503,01T25,64,48,A1,C2,C3,C4,C5,B6,A1,C2,B3,C4
202503,01T25,875,596,B1,B2,C3,C4,B5,A6,B1,B2,B3,C2
202503,01T25,875,673,C1,C2,B3,B4,B5,B6,A1,B2,A3,C3
202503,01T25,182,134,B1,A2,B3,C4,C5,C6,D1,C2,B3,C2
202503,01T25,36,28,B1,A2,B3,A4,C5,B6,B1,D2,D3,C5
202503,01T25,424,327,A1,B2,B3,A4,C5,B6,C1,B2,B3,C2
202503,01T25,124,86,A1,A2,A3,B4,B5,A6,A1,A2,A3,C7
202503,01T25,7,4,C1,A2,B3,B4,C5,C6,A1,C2,D3,C7
202503,01T25,157,129,B1,A2,C3,C4,B5,B6,B1,D2,A3,C9
202503,01T25,84,75,C1,C2,C3,A4,C5,A6,A1,D2,A3,C8
202503,01T25,17,12,A1,B2,B3,C4,C5,A6,B1,A2,B3,C10
202503,01T25,397,307,B1,C2,A3,B4,A5,C6,A1,C2,D3,C1
202503,01T25,96,74,B1,A2,C3,C4,C5,A6,D1,D2,D3,C6
202503,01T25,424,299,B1,C2,C3,C4,C5,C6,B1,A2,A3,C2
202503,01T25,349,237,B1,C2,A3,B4,C5,C6,A1,C2,B3,C4
202503,01T25,323,248,C1,B2,C3,B4,C5,C6,D1,C2,D3,C9
202503,01T25,50,38,B1,C2,B3,B4,B5,A6,C1,D2,B3,C3
202503,01T25,102,74,C1,B2,A3,C4,C5,B6,D1,A2,C3,C1
202503,01T25,813,589,B1,A2,C3,B4,B5,C6,B1,A2,D3,C8
202503,01T25,136,109,B1,B2,B3,A4,B5,A6,B1,A2,B3,C1
202503,01T25,104,63,B1,C2,A3,B4,B5,C6,C1,C2,C3,C1
202503,01T25,215,165,B1,C2,A3,A4,B5,A6,C1,D2,A3,C1
202503,01T25,260,209,B1,A2,C3,C4,B5,C6,D1,A2,A3,C6
202503,01T25,210,149,A1,A2,A3,A4,C5,C6,A1,B2,A3,C1
202503,01T25,385,290,B1,B2,B3,C4,C5,B6,A1,A2,D3,C2
202503,01T25,86,74,A1,B2,C3,A4,B5,C6,D1,D2,A3,C8
202503,01T25,208,164,A1,A2,A3,C4,A5,B6,B1,C2,D3,C8
202503,01T25,31,21,B1,A2,B3,C4,A5,A6,D1,B2,B3,C1
202503,01T25,36,25,A1,C2,A3,B4,B5,A6,B1,A2,D3,C7
202503,01T25,4,3,A1,C2,C3,A4,C5,B6,C1,C2,B3,C10
202503,01T25,110,74,C1,C2,B3,C4,B5,A6,A1,D2,B3,C5
202503,01T25,20,14,C1,A2,C3,A4,A5,B6,B1,A2,D3,C2
202503,01T25,306,253,B1,A2,B3,B4,C5,C6,D1,B2,A3,C1
202503,01T25,29,23,C1,B2,A3,B4,A5,A6,D1,A2,A3,C1
202503,01T25,510,404,C1,C2,B3,B4,C5,A6,B1,C2,C3,C8
202503,01T25,19,14,A1,C2,A3,A4,A5,A6,D1,D2,D3,C7
202503,01T25,36,28,A1,B2,C3,A4,B5,C6,B1,B2,C3,C1
202503,01T25,297,216,B1,A2,A3,C4,A5,A6,D1,A2,D3,C2
202503,01T25,188,128,C1,B2,C3,C4,C5,C6,A1,A2,C3,C7
202503,01T25,708,540,B1,B2,C3,A4,C5,B6,D1,D2,C3,C4
202503,01T25,660,561,A1,B2,A3,C4,B5,C6,A1,D2,B3,C4
202503,01T25,428,317,A1,C2,C3,A4,B5,A6,A1,B2,C3,C4
202503,01T25,283,222,B1,C2,A3,A4,B5,A6,C1,B2,A3,C4
202503,01T25,261,172,A1,B2,B3,A4,C5,C6,B1,B2,C3,C5
202503,01T25,16,12,C1,B2,B3,B4,B5,A6,B1,B2,C3,C8
202503,01T25,1235,957,A1,C2,C3,C4,C5,A6,D1,C2,A3,C9
202503,01T25,254,173,A1,C2,A3,B4,A5,A6,C1,C2,A3,C8
202503,01T25,14,10,A1,C2,B3,B4,A5,A6,C1,A2,A3,C1
202503,01T25,716,509,A1,C2,B3,A4,A5,C6,D1,B2,A3,C10
202504,02T25,183,136,A1,C2,C3,B4,A5,A6,D1,C2,C3,C5
202504,02T25,206,160,C1,C2,B3,A4,C5,C6,A1,D2,D3,C5
202504,02T25,296,207,A1,C2,B3,A4,B5,B6,B1,C2,C3,C6
202504,02T25,210,157,B1,A2,C3,B4,A5,A6,D1,B2,D3,C6
202504,02T25,360,310,A1,B2,A3,C4,C5,C6,C1,D2,B3,C3
202504,02T25,159,124,A1,C2,C3,B4,A5,A6,D1,A2,D3,C8
202504,02T25,528,462,C1,C2,C3,A4,B5,A6,A1,D2,C3,C10
202504,02T25,15,10,A1,A2,C3,A4,A5,B6,A1,D2,A3,C7
202504,02T25,326,241,C1,B2,B3,B4,C5,B6,B1,C2,D3,C7
202504,02T25,1070,834,A1,A2,B3,A4,C5,C6,D1,C2,D3,C2
202504,02T25,143,103,A1,B2,C3,B4,C5,B6,B1,B2,D3,C8
202504,02T25,345,265,A1,A2,C3,B4,B5,B6,B1,B2,D3,C9
202504,02T25,141,117,B1,C2,C3,B4,B5,C6,B1,B2,A3,C5
202504,02T25,698,489,C1,C2,C3,C4,C5,B6,C1,B2,D3,C7
202504,02T25,177,133,B1,B2,C3,A4,C5,A6,C1,D2,A3,C6
202504,02T25,26,21,C1,B2,C3,B4,A5,C6,C1,D2,B3,C4
202504,02T25,148,116,B1,B2,A3,B4,A5,B6,A1,A2,D3,C10
202504,02T25,1350,1045,C1,B2,B3,C4,C5,B6,B1,D2,B3,C10
202504,02T25,384,310,C1,B2,C3,C4,A5,A6,C1,B2,C3,C5
202504,02T25,123,95,C1,B2,A3,C4,A5,C6,D1,D2,D3,C8
202504,02T25,340,232,B1,C2,A3,B4,A5,B6,D1,C2,B3,C5
202504,02T25,104,75,B1,B2,C3,A4,C5,B6,B1,A2,B3,C9
202504,02T25,286,202,B1,B2,B3,B4,A5,C6,B1,B2,C3,C3
202504,02T25,93,62,B1,C2,B3,A4,C5,C6,D1,A2,B3,C3
202504,02T25,121,94,C1,C2,A3,C4,A5,B6,A1,A2,C3,C5
202504,02T25,12,9,C1,B2,A3,A4,C5,C6,B1,A2,A3,C5
202504,02T25,744,596,C1,C2,A3,C4,C5,A6,B1,A2,D3,C3
202504,02T25,158,106,B1,C2,B3,C4,A5,A6,B1,C2,D3,C2
202504,02T25,84,63,A1,C2,B3,B4,C5,A6,D1,A2,A3,C9
202504,02T25,632,511,B1,A2,B3,B4,C5,C6,D1,A2,B3,C10
202504,02T25,551,352,A1,C2,B3,B4,C5,B6,A1,B2,B3,C10
202504,02T25,415,342,A1,B2,C3,B4,C5,B6,B1,B2,A3,C4
202504,02T25,245,189,B1,C2,A3,B4,C5,A6,A1,B2,C3,C3
202504,02T25,525,405,B1,A2,C3,C4,A5,C6,D1,C2,C3,C8
202504,02T25,240,198,A1,B2,B3,B4,C5,B6,D1,C2,C3,C4
202504,02T25,285,223,B1,A2,A3,B4,C5,B6,C1,C2,A3,C9
202504,02T25,519,375,A1,B2,C3,B4,C5,C6,D1,D2,D3,C2
202504,02T25,10,7,B1,A2,B3,C4,B5,C6,B1,A2,C3,C5
202504,02T25,166,124,C1,A2,C3,B4,C5,C6,C1,C2,A3,C9
202504,02T25,101,77,B1,B2,A3,B4,B5,C6,C1,C2,D3,C10
202504,02T25,4,3,B1,C2,C3,B4,B5,B6,C1,A2,A3,C7
202504,02T25,730,488,A1,B2,B3,B4,A5,A6,D1,A2,C3,C10
202504,02T25,111,86,B1,C2,C3,A4,C5,A6,D1,A2,C3,C4
202504,02T25,277,226,A1,C2,A3,A4,A5,C6,A1,D2,B3,C6
202504,02T25,37,27,C1,C2,A3,A4,B5,A6,C1,C2,D3,C3
202504,02T25,158,106,C1,B2,B3,A4,A5,A6,C1,A2,B3,C6
202504,02T25,67,49,B1,B2,C3,A4,A5,C6,B1,B2,B3,C10
202504,02T25,242,192,B1,C2,C3,C4,A5,A6,A1,C2,B3,C4
202504,02T25,160,118,C1,A2,C3,A4,B5,A6,D1,D2,B3,C3
202504,02T25,116,99,A1,C2,A3,C4,B5,C6,C1,C2,B3,C8
202504,02T25,64,46,B1,A2,A3,B4,C5,A6,C1,D2,A3,C3
202504,02T25,42,32,C1,A2,C3,B4,A5,A6,A1,C2,A3,C7
202504,02T25,129,83,A1,A2,C3,B4,B5,A6,D1,D2,B3,C1
202504,02T25,64,49,C1,B2,B3,A4,B5,C6,B1,A2,D3,C1
202504,02T25,53,45,C1,C2,A3,B4,A5,A6,D1,D2,C3,C5
202504,02T25,112,84,C1,B2,B3,A4,B5,A6,D1,B2,A3,C1
202504,02T25,348,291,C1,C2,A3,C4,B5,C6,A1,A2,B3,C4
202504,02T25,292,219,A1,B2,A3,B4,B5,C6,A1,C2,D3,C1
202504,02T25,463,357,B1,A2,C3,B4,B5,A6,C1,D2,C3,C1
202504,02T25,197,158,B1,B2,A3,C4,A5,C6,D1,A2,A3,C8
202504,02T25,854,634,B1,C2,C3,B4,B5,C6,D1,D2,A3,C4
202504,02T25,432,302,C1,A2,A3,B4,A5,B6,A1,D2,A3,C3
202504,02T25,178,117,C1,A2,A3,C4,C5,B6,C1,C2,A3,C10
202504,02T25,720,578,B1,B2,B3,A4,B5,C6,A1,B2,B3,C6
202504,02T25,223,162,C1,A2,B3,A4,C5,B6,B1,B2,A3,C8
202504,02T25,25,19,C1,C2,A3,A4,A5,B6,B1,D2,B3,C2
202504,02T25,961,627,B1,C2,A3,A4,A5,B6,A1,D2,C3,C2
202504,02T25,135,99,A1,A2,A3,A4,A5,B6,A1,A2,B3,C5
202504,02T25,124,89,C1,B2,A3,C4,B5,C6,D1,A2,C3,C1
202504,02T25,105,74,A1,A2,B3,B4,B5,A6,A1,B2,C3,C5
202504,02T25,480,361,C1,C2,A3,A4,B5,A6,C1,B2,D3,C2
202504,02T25,0,0,B1,A2,A3,C4,C5,A6,C1,A2,A3,C2
202504,02T25,140,110,A1,B2,A3,C4,B5,A6,B1,A2,D3,C9
202504,02T25,51,35,A1,B2,B3,B4,B5,C6,D1,A2,C3,C7
202504,02T25,213,155,C1,C2,C3,C4,B5,B6,A1,A2,C3,C5
202504,02T25,144,104,B1,C2,A3,C4,C5,B6,B1,C2,B3,C1
