ano_mes,trimestre,qtd,qtd_indicador,cat3_1,cat3_2,cat3_3,cat3_4,cat3_5,cat3_6,cat4_1,cat4_2,cat4_3,cat10_1
202502,01T25,612,465,C1,B2,B3,B4,B5,C6,D1,D2,D3,C4
202502,01T25,347,326,B1,B2,B3,C4,C5,C6,C1,D2,B3,C5
202502,01T25,59,32,B1,C2,B3,A4,C5,A6,B1,D2,C3,C7
202502,01T25,63,12,C1,A2,C3,A4,C5,C6,D1,A2,A3,C4
202502,01T25,527,503,A1,B2,B3,B4,B5,C6,C1,D2,D3,C2
202502,01T25,132,109,B1,C2,C3,C4,B5,A6,D1,B2,B3,C1
202502,01T25,158,50,A1,A2,C3,A4,A5,A6,B1,A2,A3,C9
202502,01T25,491,475,B1,C2,A3,C4,A5,B6,B1,B2,A3,C6
202502,01T25,103,100,A1,C2,A3,C4,B5,B6,C1,B2,A3,C5
202502,01T25,76,62,B1,A2,B3,B4,A5,B6,C1,C2,C3,C3
202502,01T25,279,228,B1,A2,A3,C4,B5,A6,D1,B2,A3,C2
202502,01T25,33,5,C1,A2,B3,A4,C5,A6,A1,C2,C3,C10
202502,01T25,526,461,A1,C2,C3,B4,A5,B6,D1,C2,B3,C5
202502,01T25,229,197,B1,B2,C3,B4,B5,B6,D1,C2,B3,C4
202502,01T25,46,36,C1,C2,C3,A4,B5,B6,C1,B2,A3,C4
202502,01T25,109,67,B1,A2,B3,C4,C5,A6,D1,B2,D3,C1
202502,01T25,142,108,B1,A2,A3,C4,C5,A6,B1,C2,A3,C8
202502,01T25,204,89,B1,C2,C3,B4,C5,A6,C1,B2,B3,C6
202502,01T25,84,25,C1,A2,C3,C4,C5,A6,A1,A2,C3,C5
202502,01T25,36,28,A1,C2,C3,B4,C5,A6,A1,B2,B3,C5
202502,01T25,52,46,C1,A2,C3,C4,B5,B6,C1,D2,B3,C2
202502,01T25,195,142,C1,B2,A3,B4,C5,A6,B1,C2,B3,C8
202502,01T25,284,259,A1,C2,A3,A4,C5,B6,B1,D2,C3,C5
202502,01T25,224,109,B1,C2,C3,A4,C5,C6,D1,B2,C3,C3
202502,01T25,289,164,C1,B2,B3,A4,C5,A6,A1,A2,D3,C4
202502,01T25,166,147,B1,A2,C3,C4,A5,B6,A1,D2,C3,C7
202502,01T25,314,275,C1,B2,C3,B4,B5,B6,A1,C2,C3,C5
202502,01T25,107,86,C1,B2,A3,B4,C5,A6,C1,B2,C3,C2
202502,01T25,478,239,B1,A2,B3,A4,A5,C6,C1,C2,A3,C10
202502,01T25,93,51,B1,C2,B3,C4,C5,A6,B1,A2,A3,C10
202502,01T25,148,143,A1,B2,C3,B4,A5,A6,B1,D2,C3,C1
202502,01T25,390,256,B1,B2,B3,A4,A5,A6,B1,D2,C3,C10
202502,01T25,35,34,A1,C2,B3,C4,A5,C6,C1,B2,A3,C1
202502,01T25,151,34,C1,A2,C3,B4,C5,A6,D1,C2,C3,C4
202502,01T25,279,197,C1,C2,B3,A4,C5,C6,A1,B2,D3,C3
202502,01T25,183,170,A1,B2,B3,B4,A5,C6,D1,C2,C3,C5
202502,01T25,96,73,C1,A2,C3,C4,C5,A6,D1,D2,A3,C2
202502,01T25,83,65,B1,A2,A3,C4,B5,C6,D1,A2,B3,C6
202502,01T25,397,368,B1,C2,B3,C4,B5,A6,A1,A2,B3,C1
202502,01T25,577,463,B1,A2,C3,C4,A5,C6,B1,D2,C3,C8
202502,01T25,43,31,B1,A2,B3,C4,A5,B6,C1,A2,B3,C7
202502,01T25,16,15,A1,B2,A3,A4,C5,C6,A1,A2,A3,C6
202502,01T25,208,163,C1,C2,C3,A4,A5,B6,C1,D2,A3,C6
202502,01T25,113,111,B1,B2,B3,C4,A5,C6,A1,D2,D3,C1
202502,01T25,106,91,C1,A2,C3,A4,B5,B6,A1,D2,A3,C3
202502,01T25,98,90,A1,A2,B3,C4,A5,A6,A1,B2,B3,C2
202502,01T25,276,128,B1,A2,B3,C4,B5,A6,D1,C2,D3,C5
202502,01T25,338,267,B1,C2,C3,C4,B5,B6,A1,B2,D3,C6
202502,01T25,55,51,A1,B2,B3,A4,C5,C6,A1,C2,A3,C6
202502,01T25,154,133,A1,C2,B3,B4,B5,C6,D1,C2,C3,C4
202502,01T25,184,78,C1,B2,B3,A4,B5,C6,C1,A2,D3,C7
202502,01T25,205,189,A1,C2,A3,A4,B5,C6,B1,B2,B3,C5
202502,01T25,81,52,A1,A2,B3,B4,B5,C6,D1,A2,C3,C2
202502,01T25,207,173,A1,A2,B3,C4,C5,C6,D1,A2,A3,C1
202502,01T25,520,443,A1,C2,A3,C4,C5,A6,A1,A2,B3,C8
202502,01T25,63,44,C1,B2,B3,B4,B5,C6,A1,C2,B3,C10
202502,01T25,498,250,C1,A2,C3,B4,C5,B6,D1,A2,A3,C4
202502,01T25,168,139,C1,B2,C3,B4,A5,A6,C1,C2,B3,C4
202502,01T25,75,62,A1,A2,B3,A4,A5,B6,B1,C2,A3,C8
202502,01T25,254,232,B1,A2,B3,C4,A5,B6,D1,B2,A3,C1
202502,01T25,112,92,C1,B2,B3,C4,C5,C6,C1,C2,A3,C9
202502,01T25,34,30,C1,A2,B3,C4,B5,A6,A1,D2,C3,C2
202502,01T25,259,255,A1,A2,A3,C4,B5,C6,B1,D2,C3,C1
202503,01T25,157,77,C1,B2,C3,B4,C5,B6,C1,A2,D3,C3
202503,01T25,101,85,B1,C2,B3,B4,B5,A6,B1,A2,A3,C4
202503,01T25,374,244,A1,C2,B3,C4,B5,C6,D1,B2,D3,C9
202503,01T25,318,286,A1,C2,A3,B4,B5,A6,A1,D2,C3,C10
202503,01T25,522,209,C1,B2,B3,B4,C5,C6,A1,A2,D3,C10
202503,01T25,204,44,C1,A2,B3,B4,A5,B6,D1,A2,D3,C10
202503,01T25,36,5,C1,A2,C3,A4,C5,A6,C1,D2,D3,C6
202503,01T25,63,47,A1,B2,B3,B4,C5,B6,D1,B2,D3,C6
202503,01T25,480,463,A1,C2,A3,A4,C5,B6,A1,C2,C3,C4
202503,01T25,248,234,A1,B2,C3,A4,A5,A6,C1,C2,A3,C3
202503,01T25,730,679,B1,B2,C3,B4,B5,C6,D1,D2,C3,C2
202503,01T25,131,119,A1,B2,B3,C4,B5,C6,B1,A2,A3,C8
202503,01T25,336,27,B1,A2,C3,A4,B5,C6,D1,A2,B3,C10
202503,01T25,235,196,A1,A2,B3,B4,B5,A6,D1,D2,C3,C4
202503,01T25,129,91,B1,B2,A3,B4,B5,A6,D1,A2,D3,C4
202503,01T25,205,140,A1,A2,A3,A4,C5,C6,D1,C2,D3,C3
202503,01T25,152,148,A1,B2,A3,A4,B5,C6,B1,D2,D3,C5
202503,01T25,154,110,A1,B2,C3,A4,C5,A6,A1,C2,D3,C6
202503,01T25,280,238,C1,A2,C3,B4,A5,C6,A1,B2,D3,C2
202503,01T25,399,101,C1,A2,C3,A4,B5,A6,C1,B2,C3,C4
202503,01T25,119,96,A1,A2,C3,A4,B5,B6,C1,D2,D3,C5
202503,01T25,7,7,A1,A2,A3,C4,B5,C6,B1,D2,D3,C2
202503,01T25,233,146,C1,C2,B3,C4,C5,A6,A1,D2,D3,C10
202503,01T25,112,90,A1,B2,C3,C4,C5,C6,D1,B2,C3,C6
202503,01T25,39,36,A1,C2,B3,C4,B5,B6,A1,A2,D3,C7
202503,01T25,198,136,C1,A2,B3,B4,B5,A6,C1,B2,C3,C2
202503,01T25,461,299,A1,A2,C3,B4,A5,C6,A1,A2,D3,C6
202503,01T25,58,57,C1,A2,C3,C4,A5,C6,A1,D2,A3,C2
202503,01T25,207,155,B1,A2,B3,A4,C5,C6,C1,B2,C3,C1
202503,01T25,693,387,B1,A2,A3,A4,A5,A6,A1,C2,C3,C9
202503,01T25,168,130,A1,C2,C3,B4,A5,C6,C1,C2,D3,C6
202503,01T25,383,301,C1,C2,B3,C4,C5,B6,D1,D2,B3,C6
202503,01T25,78,24,C1,A2,B3,B4,B5,B6,C1,A2,D3,C7
202503,01T25,167,165,A1,C2,B3,C4,A5,C6,A1,D2,D3,C5
202503,01T25,694,618,A1,C2,B3,A4,B5,B6,C1,C2,D3,C5
202503,01T25,22,18,A1,A2,B3,C4,C5,B6,A1,B2,C3,C9
202503,01T25,144,96,B1,A2,C3,B4,A5,A6,C1,B2,C3,C4
202503,01T25,143,136,C1,C2,C3,B4,C5,B6,A1,C2,A3,C1
202503,01T25,50,20,C1,B2,C3,B4,B5,A6,B1,A2,D3,C4
202503,01T25,19,9,C1,A2,C3,A4,B5,C6,C1,C2,C3,C4
202503,01T25,662,619,A1,A2,A3,B4,A5,C6,B1,A2,C3,C3
202503,01T25,123,89,A1,A2,C3,A4,C5,B6,B1,D2,C3,C6
202503,01T25,136,123,B1,C2,B3,A4,B5,B6,D1,D2,A3,C3
202503,01T25,404,369,B1,A2,C3,B4,A5,C6,D1,C2,A3,C1
202503,01T25,697,328,A1,A2,B3,B4,A5,C6,B1,A2,C3,C10
202503,01T25,809,760,B1,C2,A3,C4,C5,C6,C1,B2,A3,C6
202503,01T25,667,404,C1,B2,A3,C4,C5,B6,D1,A2,C3,C9
202503,01T25,94,15,C1,A2,B3,A4,C5,C6,C1,D2,D3,C10
202503,01T25,200,88,A1,A2,C3,B4,C5,B6,C1,C2,C3,C9
202503,01T25,363,227,A1,A2,B3,A4,B5,A6,A1,D2,B3,C10
202503,01T25,605,259,B1,A2,A3,B4,B5,A6,C1,B2,B3,C10
202503,01T25,101,97,B1,C2,A3,B4,B5,C6,C1,B2,B3,C3
202503,01T25,399,296,C1,B2,A3,A4,C5,B6,D1,C2,D3,C3
202503,01T25,527,478,C1,B2,A3,C4,C5,B6,C1,D2,D3,C7
202503,01T25,15,15,A1,B2,C3,A4,A5,C6,A1,B2,B3,C2
202503,01T25,74,73,A1,C2,A3,B4,A5,A6,D1,D2,B3,C1
202503,01T25,177,173,B1,A2,A3,C4,B5,C6,A1,C2,C3,C2
202503,01T25,277,221,B1,A2,C3,B4,B5,B6,B1,A2,A3,C3
202503,01T25,171,158,C1,C2,B3,B4,A5,B6,A1,B2,D3,C3
202503,01T25,1023,348,C1,A2,C3,B4,A5,A6,D1,B2,A3,C6
202503,01T25,281,254,A1,B2,A3,C4,B5,A6,B1,B2,D3,C9
202503,01T25,80,71,C1,A2,B3,C4,B5,C6,A1,B2,A3,C6
202503,01T25,807,772,A1,C2,C3,A4,C5,C6,A1,D2,B3,C2
202503,01T25,72,49,B1,A2,C3,A4,B5,A6,A1,B2,C3,C2
202503,01T25,362,304,C1,B2,A3,B4,B5,A6,B1,B2,B3,C6
202503,01T25,744,573,B1,C2,B3,C4,A5,C6,D1,B2,B3,C9
202503,01T25,149,146,B1,B2,A3,A4,B5,A6,B1,D2,A3,C3
202503,01T25,147,104,B1,B2,B3,B4,A5,A6,D1,A2,D3,C4
202503,01T25,125,91,A1,B2,C3,B4,C5,A6,C1,D2,B3,C8
202503,01T25,167,143,C1,B2,A3,A4,A5,A6,C1,B2,B3,C3
202503,01T25,422,350,C1,C2,C3,A4,A5,A6,B1,B2,A3,C2
202503,01T25,112,66,B1,B2,A3,A4,A5,A6,B1,C2,D3,C9
202503,01T25,90,75,A1,A2,B3,A4,A5,C6,A1,C2,A3,C9
202503,01T25,80,23,B1,A2,C3,A4,B5,A6,C1,A2,C3,C5
202503,01T25,573,407,C1,A2,B3,B4,A5,C6,D1,B2,D3,C3
202503,01T25,344,326,B1,A2,A3,B4,C5,B6,B1,D2,B3,C4
202503,01T25,592,529,B1,B2,B3,C4,A5,C6,C1,B2,B3,C9
202503,01T25,99,89,C1,C2,A3,C4,B5,B6,A1,A2,D3,C6
202503,01T25,759,699,A1,C2,C3,C4,A5,B6,B1,B2,D3,C9
202503,01T25,55,52,A1,A2,A3,C4,C5,C6,A1,B2,C3,C5
202503,01T25,41,33,C1,C2,A3,B4,B5,A6,B1,C2,A3,C9
202503,01T25,492,356,C1,A2,B3,B4,B5,B6,A1,B2,D3,C4
202503,01T25,168,11,C1,A2,A3,A4,B5,A6,D1,A2,D3,C8
202503,01T25,15,7,C1,A2,B3,B4,B5,A6,B1,B2,C3,C6
202503,01T25,245,206,B1,C2,B3,B4,B5,B6,B1,A2,A3,C7
202503,01T25,93,70,A1,A2,A3,B4,B5,A6,D1,A2,A3,C3
202503,01T25,4,3,A1,B2,C3,B4,C5,A6,B1,B2,C3,C2
202503,01T25,375,108,B1,B2,C3,A4,A5,C6,D1,A2,B3,C10
202503,01T25,72,56,C1,C2,B3,C4,C5,B6,C1,B2,C3,C7
202503,01T25,18,17,A1,C2,B3,C4,A5,B6,D1,A2,C3,C5
202503,01T25,126,104,C1,A2,B3,B4,A5,A6,B1,C2,D3,C1
202503,01T25,142,122,C1,A2,C3,B4,A5,A6,A1,D2,D3,C3
202503,01T25,317,310,B1,B2,C3,C4,A5,C6,A1,D2,D3,C4
202503,01T25,1372,722,A1,B2,C3,A4,B5,A6,C1,D2,C3,C9
202503,01T25,204,201,B1,C2,A3,A4,C5,C6,A1,C2,A3,C3
202503,01T25,152,134,A1,B2,C3,A4,C5,C6,C1,A2,A3,C2
202503,01T25,104,84,B1,C2,B3,B4,C5,B6,D1,C2,D3,C2
202503,01T25,1373,1342,B1,B2,A3,C4,B5,B6,C1,A2,B3,C2
202503,01T25,152,138,C1,B2,A3,C4,B5,C6,D1,C2,C3,C4
202503,01T25,261,191,A1,C2,C3,A4,A5,C6,A1,C2,D3,C8
202503,01T25,93,66,A1,C2,C3,A4,B5,C6,B1,B2,D3,C6
202503,01T25,21,21,A1,C2,A3,A4,A5,C6,C1,D2,C3,C1
202503,01T25,142,83,C1,C2,B3,B4,A5,A6,A1,C2,C3,C10
202503,01T25,5,4,B1,B2,B3,B4,B5,A6,C1,B2,B3,C5
202503,01T25,50,48,A1,C2,B3,A4,A5,B6,A1,A2,C3,C1
202503,01T25,68,40,B1,A2,A3,B4,C5,A6,B1,A2,A3,C7
202503,01T25,38,37,A1,B2,A3,C4,A5,C6,C1,D2,A3,C10
202503,01T25,86,37,B1,A2,B3,A4,B5,A6,C1,A2,A3,C5
202503,01T25,509,482,C1,A2,A3,A4,A5,B6,B1,C2,B3,C2
202503,01T25,125,113,B1,A2,B3,B4,A5,C6,C1,C2,A3,C4
202503,01T25,280,184,C1,A2,C3,A4,A5,B6,A1,C2,A3,C10
202503,01T25,259,200,C1,C2,A3,B4,C5,C6,D1,D2,A3,C9
202503,01T25,103,66,C1,C2,A3,C4,C5,C6,C1,A2,C3,C7
202503,01T25,555,530,C1,B2,B3,B4,A5,B6,C1,B2,B3,C1
202503,01T25,95,91,C1,C2,A3,C4,B5,B6,A1,C2,D3,C5
202503,01T25,271,176,C1,A2,A3,A4,B5,B6,B1,D2,C3,C10
202503,01T25,0,0,C1,A2,B3,B4,B5,A6,C1,A2,B3,C1
202503,01T25,113,103,A1,C2,C3,B4,A5,A6,B1,D2,C3,C4
202503,01T25,86,38,A1,A2,C3,B4,A5,A6,A1,B2,D3,C10
202503,01T25,450,428,B1,B2,A3,C4,C5,A6,B1,C2,B3,C6
202503,01T25,111,33,B1,C2,C3,A4,A5,C6,B1,B2,D3,C10
202503,01T25,193,67,C1,C2,B3,C4,C5,A6,D1,C2,D3,C9
202503,01T25,883,820,A1,C2,B3,A4,A5,A6,C1,D2,A3,C5
202503,01T25,114,114,A1,B2,C3,B4,A5,B6,A1,D2,A3,C4
202503,01T25,96,89,B1,B2,B3,A4,B5,B6,B1,C2,C3,C3
202503,01T25,167,159,A1,B2,C3,B4,B5,B6,B1,C2,A3,C5
202503,01T25,12,11,C1,C2,B3,B4,B5,B6,C1,D2,B3,C2
202503,01T25,6,5,B1,C2,B3,C4,C5,A6,D1,B2,B3,C3
202503,01T25,506,399,C1,B2,B3,C4,B5,C6,B1,B2,B3,C10
202503,01T25,145,121,B1,B2,A3,C4,B5,C6,D1,A2,C3,C5
202503,01T25,324,211,B1,B2,C3,A4,C5,C6,C1,C2,A3,C9
202503,01T25,26,16,C1,B2,A3,A4,B5,C6,B1,A2,D3,C5
202503,01T25,357,287,C1,A2,B3,C4,C5,C6,D1,D2,B3,C4
202503,01T25,205,170,A1,A2,C3,C4,C5,B6,D1,C2,B3,C3
202503,01T25,923,534,C1,C2,B3,C4,A5,A6,C1,B2,C3,C8
202503,01T25,35,29,B1,B2,C3,A4,C5,C6,A1,A2,B3,C3
202503,01T25,51,41,C1,A2,A3,B4,C5,A6,B1,C2,A3,C4
202503,01T25,300,292,A1,B2,C3,C4,A5,C6,B1,C2,A3,C7
202503,01T25,134,132,C1,B2,C3,B4,B5,B6,A1,C2,A3,C2
202503,01T25,36,21,C1,A2,B3,B4,B5,A6,D1,B2,A3,C3
202503,01T25,427,294,A1,A2,B3,A4,C5,A6,A1,C2,B3,C8
202503,01T25,126,31,B1,C2,C3,B4,C5,B6,B1,A2,D3,C10
202503,01T25,104,80,C1,A2,A3,C4,A5,C6,D1,A2,D3,C3
202503,01T25,122,90,C1,C2,C3,B4,B5,B6,D1,A2,C3,C2
202503,01T25,375,335,A1,B2,A3,C4,C5,C6,C1,C2,B3,C8
202503,01T25,292,212,B1,C2,C3,B4,C5,A6,B1,A2,A3,C3
202503,01T25,347,323,B1,B2,C3,B4,C5,B6,C1,A2,A3,C1
202503,01T25,44,34,C1,B2,B3,A4,C5,A6,A1,D2,B3,C7
202503,01T25,216,182,C1,C2,C3,C4,B5,C6,B1,B2,C3,C4
202503,01T25,2,1,C1,C2,C3,B4,C5,C6,D1,C2,B3,C4
202503,01T25,599,201,C1,B2,C3,A4,A5,C6,B1,A2,D3,C9
202503,01T25,70,68,A1,C2,C3,C4,C5,B6,A1,C2,B3,C4
202503,01T25,974,930,B1,B2,C3,C4,B5,A6,B1,B2,B3,C2
202503,01T25,633,613,C1,C2,B3,B4,B5,B6,A1,B2,A3,C3
202503,01T25,247,220,B1,A2,B3,C4,C5,C6,D1,C2,B3,C2
202503,01T25,45,31,B1,A2,B3,A4,C5,B6,B1,D2,D3,C5
202503,01T25,388,360,A1,B2,B3,A4,C5,B6,C1,B2,B3,C2
202503,01T25,76,63,A1,A2,A3,B4,B5,A6,A1,A2,A3,C7
202503,01T25,6,4,C1,A2,B3,B4,C5,C6,A1,C2,D3,C7
202503,01T25,186,158,B1,A2,C3,C4,B5,B6,B1,D2,A3,C9
202503,01T25,105,70,C1,C2,C3,A4,C5,A6,A1,D2,A3,C8
202503,01T25,16,13,A1,B2,B3,C4,C5,A6,B1,A2,B3,C10
202503,01T25,369,366,B1,C2,A3,B4,A5,C6,A1,C2,D3,C1
202503,01T25,113,44,B1,A2,C3,C4,C5,A6,D1,D2,D3,C6
202503,01T25,488,463,B1,C2,C3,C4,C5,C6,B1,A2,A3,C2
202503,01T25,296,286,B1,C2,A3,B4,C5,C6,A1,C2,B3,C4
202503,01T25,202,37,C1,B2,C3,B4,C5,C6,D1,C2,D3,C9
202503,01T25,36,33,B1,C2,B3,B4,B5,A6,C1,D2,B3,C3
202503,01T25,130,112,C1,B2,A3,C4,C5,B6,D1,A2,C3,C1
202503,01T25,582,156,B1,A2,C3,B4,B5,C6,B1,A2,D3,C8
202503,01T25,152,134,B1,B2,B3,A4,B5,A6,B1,A2,B3,C1
202503,01T25,82,80,B1,C2,A3,B4,B5,C6,C1,C2,C3,C1
202503,01T25,222,216,B1,C2,A3,A4,B5,A6,C1,D2,A3,C1
202503,01T25,292,169,B1,A2,C3,C4,B5,C6,D1,A2,A3,C6
202503,01T25,224,219,A1,A2,A3,A4,C5,C6,A1,B2,A3,C1
202503,01T25,420,383,B1,B2,B3,C4,C5,B6,A1,A2,D3,C2
202503,01T25,64,53,A1,B2,C3,A4,B5,C6,D1,D2,A3,C8
202503,01T25,259,244,A1,A2,A3,C4,A5,B6,B1,C2,D3,C8
202503,01T25,53,44,B1,A2,B3,C4,A5,A6,D1,B2,B3,C1
202503,01T25,19,15,A1,C2,A3,B4,B5,A6,B1,A2,D3,C7
202503,01T25,4,2,A1,C2,C3,A4,C5,B6,C1,C2,B3,C10
202503,01T25,145,137,C1,C2,B3,C4,B5,A6,A1,D2,B3,C5
202503,01T25,32,20,C1,A2,C3,A4,A5,B6,B1,A2,D3,C2
202503,01T25,228,208,B1,A2,B3,B4,C5,C6,D1,B2,A3,C1
202503,01T25,23,21,C1,B2,A3,B4,A5,A6,D1,A2,A3,C1
202503,01T25,463,245,C1,C2,B3,B4,C5,A6,B1,C2,C3,C8
202503,01T25,20,15,A1,C2,A3,A4,A5,A6,D1,D2,D3,C7
202503,01T25,35,32,A1,B2,C3,A4,B5,C6,B1,B2,C3,C1
202503,01T25,441,355,B1,A2,A3,C4,A5,A6,D1,A2,D3,C2
202503,01T25,267,169,C1,B2,C3,C4,C5,C6,A1,A2,C3,C7
202503,01T25,877,683,B1,B2,C3,A4,C5,B6,D1,D2,C3,C4
202503,01T25,616,616,A1,B2,A3,C4,B5,C6,A1,D2,B3,C4
202503,01T25,475,387,A1,C2,C3,A4,B5,A6,A1,B2,C3,C4
202503,01T25,293,255,B1,C2,A3,A4,B5,A6,C1,B2,A3,C4
202503,01T25,271,238,A1,B2,B3,A4,C5,C6,B1,B2,C3,C5
202503,01T25,12,6,C1,B2,B3,B4,B5,A6,B1,B2,C3,C8
202503,01T25,1071,693,A1,C2,C3,C4,C5,A6,D1,C2,A3,C9
202503,01T25,175,159,A1,C2,A3,B4,A5,A6,C1,C2,A3,C8
202503,01T25,10,10,A1,C2,B3,B4,A5,A6,C1,A2,A3,C1
202503,01T25,786,565,A1,C2,B3,A4,A5,C6,D1,B2,A3,C10
202504,02T25,100,73,A1,C2,C3,B4,A5,A6,D1,C2,C3,C5
202504,02T25,141,94,C1,C2,B3,A4,C5,C6,A1,D2,D3,C5
202504,02T25,382,334,A1,C2,B3,A4,B5,B6,B1,C2,C3,C6
202504,02T25,214,59,B1,A2,C3,B4,A5,A6,D1,B2,D3,C6
202504,02T25,349,344,A1,B2,A3,C4,C5,C6,C1,D2,B3,C3
202504,02T25,110,40,A1,C2,C3,B4,A5,A6,D1,A2,D3,C8
202504,02T25,416,120,C1,C2,C3,A4,B5,A6,A1,D2,C3,C10
202504,02T25,22,19,A1,A2,C3,A4,A5,B6,A1,D2,A3,C7
202504,02T25,225,123,C1,B2,B3,B4,C5,B6,B1,C2,D3,C7
202504,02T25,1000,676,A1,A2,B3,A4,C5,C6,D1,C2,D3,C2
202504,02T25,101,66,A1,B2,C3,B4,C5,B6,B1,B2,D3,C8
202504,02T25,337,129,A1,A2,C3,B4,B5,B6,B1,B2,D3,C9
202504,02T25,240,202,B1,C2,C3,B4,B5,C6,B1,B2,A3,C5
202504,02T25,692,225,C1,C2,C3,C4,C5,B6,C1,B2,D3,C7
202504,02T25,548,433,B1,B2,C3,A4,C5,A6,C1,D2,A3,C6
202504,02T25,28,25,C1,B2,C3,B4,A5,C6,C1,D2,B3,C4
202504,02T25,127,100,B1,B2,A3,B4,A5,B6,A1,A2,D3,C10
202504,02T25,982,833,C1,B2,B3,C4,C5,B6,B1,D2,B3,C10
202504,02T25,487,333,C1,B2,C3,C4,A5,A6,C1,B2,C3,C5
202504,02T25,117,98,C1,B2,A3,C4,A5,C6,D1,D2,D3,C8
202504,02T25,274,249,B1,C2,A3,B4,A5,B6,D1,C2,B3,C5
202504,02T25,153,63,B1,B2,C3,A4,C5,B6,B1,A2,B3,C9
202504,02T25,313,299,B1,B2,B3,B4,A5,C6,B1,B2,C3,C3
202504,02T25,94,60,B1,C2,B3,A4,C5,C6,D1,A2,B3,C3
202504,02T25,65,62,C1,C2,A3,C4,A5,B6,A1,A2,C3,C5
202504,02T25,20,15,C1,B2,A3,A4,C5,C6,B1,A2,A3,C5
202504,02T25,565,353,C1,C2,A3,C4,C5,A6,B1,A2,D3,C3
202504,02T25,240,222,B1,C2,B3,C4,A5,A6,B1,C2,D3,C2
202504,02T25,56,21,A1,C2,B3,B4,C5,A6,D1,A2,A3,C9
202504,02T25,382,72,B1,A2,B3,B4,C5,C6,D1,A2,B3,C10
202504,02T25,182,124,A1,C2,B3,B4,C5,B6,A1,B2,B3,C10
202504,02T25,401,381,A1,B2,C3,B4,C5,B6,B1,B2,A3,C4
202504,02T25,103,89,B1,C2,A3,B4,C5,A6,A1,B2,C3,C3
202504,02T25,527,236,B1,A2,C3,C4,A5,C6,D1,C2,C3,C8
202504,02T25,104,86,A1,B2,B3,B4,C5,B6,D1,C2,C3,C4
202504,02T25,469,272,B1,A2,A3,B4,C5,B6,C1,C2,A3,C9
202504,02T25,283,248,A1,B2,C3,B4,C5,C6,D1,D2,D3,C2
202504,02T25,13,9,B1,A2,B3,C4,B5,C6,B1,A2,C3,C5
202504,02T25,195,42,C1,A2,C3,B4,C5,C6,C1,C2,A3,C9
202504,02T25,185,103,B1,B2,A3,B4,B5,C6,C1,C2,D3,C10
202504,02T25,9,5,B1,C2,C3,B4,B5,B6,C1,A2,A3,C7
202504,02T25,452,224,A1,B2,B3,B4,A5,A6,D1,A2,C3,C10
202504,02T25,105,18,B1,C2,C3,A4,C5,A6,D1,A2,C3,C4
202504,02T25,234,224,A1,C2,A3,A4,A5,C6,A1,D2,B3,C6
202504,02T25,77,47,C1,C2,A3,A4,B5,A6,C1,C2,D3,C3
202504,02T25,311,139,C1,B2,B3,A4,A5,A6,C1,A2,B3,C6
202504,02T25,141,50,B1,B2,C3,A4,A5,C6,B1,B2,B3,C10
202504,02T25,194,181,B1,C2,C3,C4,A5,A6,A1,C2,B3,C4
202504,02T25,181,67,C1,A2,C3,A4,B5,A6,D1,D2,B3,C3
202504,02T25,145,135,A1,C2,A3,C4,B5,C6,C1,C2,B3,C8
202504,02T25,105,96,B1,A2,A3,B4,C5,A6,C1,D2,A3,C3
202504,02T25,34,24,C1,A2,C3,B4,A5,A6,A1,C2,A3,C7
202504,02T25,83,66,A1,A2,C3,B4,B5,A6,D1,D2,B3,C1
202504,02T25,115,76,C1,B2,B3,A4,B5,C6,B1,A2,D3,C1
202504,02T25,29,26,C1,C2,A3,B4,A5,A6,D1,D2,C3,C5
202504,02T25,214,162,C1,B2,B3,A4,B5,A6,D1,B2,A3,C1
202504,02T25,203,188,C1,C2,A3,C4,B5,C6,A1,A2,B3,C4
202504,02T25,186,183,A1,B2,A3,B4,B5,C6,A1,C2,D3,C1
202504,02T25,641,474,B1,A2,C3,B4,B5,A6,C1,D2,C3,C1
202504,02T25,358,308,B1,B2,A3,C4,A5,C6,D1,A2,A3,C8
202504,02T25,1127,954,B1,C2,C3,B4,B5,C6,D1,D2,A3,C4
202504,02T25,346,338,C1,A2,A3,B4,A5,B6,A1,D2,A3,C3
202504,02T25,260,166,C1,A2,A3,C4,C5,B6,C1,C2,A3,C10
202504,02T25,957,789,B1,B2,B3,A4,B5,C6,A1,B2,B3,C6
202504,02T25,361,126,C1,A2,B3,A4,C5,B6,B1,B2,A3,C8
202504,02T25,33,32,C1,C2,A3,A4,A5,B6,B1,D2,B3,C2
202504,02T25,1041,1022,B1,C2,A3,A4,A5,B6,A1,D2,C3,C2
202504,02T25,123,114,A1,A2,A3,A4,A5,B6,A1,A2,B3,C5
202504,02T25,95,74,C1,B2,A3,C4,B5,C6,D1,A2,C3,C1
202504,02T25,51,40,A1,A2,B3,B4,B5,A6,A1,B2,C3,C5
202504,02T25,1001,676,C1,C2,A3,A4,B5,A6,C1,B2,D3,C2
202504,02T25,0,0,B1,A2,A3,C4,C5,A6,C1,A2,A3,C2
202504,02T25,178,120,A1,B2,A3,C4,B5,A6,B1,A2,D3,C9
202504,02T25,32,18,A1,B2,B3,B4,B5,C6,D1,A2,C3,C7
202504,02T25,116,79,C1,C2,C3,C4,B5,B6,A1,A2,C3,C5
202504,02T25,130,127,B1,C2,A3,C4,C5,B6,B1,C2,B3,C1
