ano_mes,trimestre,qtd,qtd_atvc_cont,cat3_1,cat3_2,cat3_3,cat3_4,cat3_5,cat3_6,cat4_1,cat4_2,cat4_3,cat10_1
202502,01T25,42,31,A1,A2,B3,C4,B5,C6,C1,A2,D3,C2
202502,01T25,90,68,B1,B2,A3,B4,B5,B6,C1,D2,A3,C3
202502,01T25,151,114,C1,B2,B3,A4,A5,C6,D1,C2,A3,C2
202502,01T25,46,34,C1,A2,B3,B4,B5,C6,D1,A2,C3,C6
202502,01T25,359,272,A1,A2,B3,A4,B5,B6,B1,D2,B3,C3
202502,01T25,158,120,C1,C2,C3,A4,C5,A6,C1,A2,C3,C4
202502,01T25,19,14,A1,C2,C3,C4,C5,A6,D1,B2,C3,C4
202502,01T25,36,27,C1,C2,A3,A4,C5,C6,D1,D2,B3,C10
202502,01T25,68,51,C1,B2,A3,B4,A5,C6,D1,A2,B3,C8
202502,01T25,63,47,C1,A2,C3,C4,B5,B6,A1,C2,D3,C10
202502,01T25,758,576,C1,B2,B3,A4,A5,A6,A1,C2,A3,C1
202502,01T25,40,30,C1,B2,C3,A4,B5,A6,A1,D2,C3,C3
202502,01T25,398,302,A1,B2,A3,B4,A5,B6,A1,D2,A3,C2
202502,01T25,264,200,C1,C2,A3,C4,A5,A6,D1,A2,A3,C6
202502,01T25,68,51,B1,C2,B3,C4,B5,A6,B1,B2,C3,C1
202502,01T25,86,65,C1,B2,B3,C4,B5,C6,C1,D2,B3,C6
202502,01T25,346,262,B1,B2,A3,B4,C5,A6,B1,B2,B3,C7
202502,01T25,72,54,B1,B2,B3,A4,A5,B6,A1,A2,A3,C1
202502,01T25,65,49,C1,A2,B3,C4,C5,A6,B1,C2,A3,C5
202502,01T25,219,166,B1,A2,B3,B4,A5,B6,D1,B2,B3,C9
202502,01T25,70,53,A1,C2,C3,B4,A5,A6,D1,A2,D3,C6
202502,01T25,308,234,B1,A2,A3,B4,B5,C6,C1,D2,A3,C3
202502,01T25,64,48,B1,A2,A3,A4,A5,C6,D1,C2,C3,C4
202502,01T25,490,372,B1,B2,A3,C4,A5,B6,A1,C2,C3,C5
202502,01T25,106,80,A1,A2,C3,B4,C5,A6,B1,A2,D3,C8
202502,01T25,394,299,B1,B2,C3,A4,B5,A6,A1,C2,B3,C2
202502,01T25,824,626,C1,A2,B3,A4,A5,B6,A1,D2,D3,C9
202502,01T25,198,150,B1,C2,B3,C4,B5,A6,A1,B2,D3,C4
202502,01T25,205,155,C1,A2,B3,B4,B5,A6,A1,C2,D3,C9
202502,01T25,153,116,A1,C2,B3,B4,B5,A6,B1,B2,C3,C2
202502,01T25,82,62,C1,C2,B3,A4,C5,B6,B1,C2,B3,C9
202502,01T25,17,12,A1,A2,B3,C4,B5,A6,B1,B2,D3,C6
202502,01T25,202,153,B1,B2,A3,B4,A5,B6,B1,C2,C3,C7
202502,01T25,361,274,A1,A2,B3,A4,B5,C6,A1,A2,A3,C5
202502,01T25,34,25,C1,C2,A3,B4,C5,C6,D1,B2,C3,C9
202502,01T25,167,126,B1,B2,C3,C4,A5,A6,C1,A2,A3,C8
202502,01T25,164,124,A1,C2,B3,A4,B5,A6,D1,B2,D3,C6
202502,01T25,437,332,A1,A2,B3,B4,C5,B6,D1,A2,C3,C7
202502,01T25,362,275,C1,C2,B3,C4,B5,A6,B1,D2,A3,C6
202502,01T25,27,20,C1,A2,A3,B4,B5,C6,A1,C2,C3,C1
202502,01T25,120,91,C1,B2,B3,A4,A5,B6,B1,A2,B3,C10
202502,01T25,258,196,A1,C2,A3,C4,A5,A6,D1,C2,B3,C6
202502,01T25,22,16,B1,B2,C3,C4,A5,A6,C1,C2,B3,C1
202502,01T25,720,547,B1,C2,B3,A4,A5,A6,A1,B2,B3,C6
202502,01T25,145,110,A1,A2,C3,A4,A5,C6,C1,C2,C3,C4
202502,01T25,213,161,B1,B2,C3,B4,C5,B6,A1,A2,C3,C10
202502,01T25,12,9,B1,A2,A3,A4,B5,B6,D1,D2,A3,C2
202502,01T25,292,221,B1,B2,B3,B4,C5,A6,D1,D2,A3,C4
202502,01T25,146,110,A1,C2,C3,B4,A5,C6,A1,D2,B3,C7
202502,01T25,519,394,B1,A2,B3,A4,C5,A6,C1,B2,B3,C1
202502,01T25,51,38,A1,C2,B3,A4,A5,A6,D1,B2,B3,C5
202502,01T25,131,99,A1,A2,A3,B4,B5,B6,A1,A2,D3,C3
202502,01T25,118,89,A1,B2,C3,C4,B5,A6,A1,C2,C3,C9
202502,01T25,153,116,C1,A2,B3,C4,B5,C6,B1,C2,B3,C9
202502,01T25,40,30,B1,A2,C3,B4,B5,A6,D1,D2,C3,C5
202502,01T25,145,110,C1,C2,C3,A4,A5,C6,A1,A2,A3,C5
202502,01T25,344,261,A1,B2,A3,C4,A5,B6,C1,C2,A3,C1
202502,01T25,172,130,B1,B2,C3,B4,C5,C6,A1,C2,A3,C10
202502,01T25,24,18,A1,A2,A3,A4,B5,A6,A1,B2,D3,C9
202502,01T25,522,396,A1,B2,A3,A4,A5,A6,C1,C2,D3,C9
202502,01T25,949,721,B1,C2,B3,A4,B5,B6,C1,B2,D3,C9
202502,01T25,338,256,A1,A2,C3,C4,C5,A6,B1,D2,B3,C6
202502,01T25,225,171,B1,A2,B3,C4,C5,C6,C1,D2,A3,C1
202503,01T25,437,332,B1,A2,B3,B4,B5,B6,A1,A2,C3,C7
202503,01T25,19,14,A1,A2,C3,B4,B5,B6,D1,D2,A3,C5
202503,01T25,250,190,A1,A2,C3,B4,B5,C6,A1,A2,D3,C4
202503,01T25,124,94,B1,B2,A3,B4,A5,A6,D1,D2,A3,C2
202503,01T25,391,297,B1,B2,B3,C4,C5,B6,D1,B2,A3,C7
202503,01T25,14,10,C1,B2,A3,C4,C5,B6,C1,D2,C3,C1
202503,01T25,17,12,C1,C2,B3,C4,A5,A6,B1,D2,D3,C10
202503,01T25,322,244,B1,A2,B3,A4,C5,A6,A1,B2,B3,C1
202503,01T25,353,268,A1,C2,C3,B4,B5,C6,A1,B2,D3,C4
202503,01T25,32,24,A1,C2,C3,A4,C5,B6,B1,C2,B3,C10
202503,01T25,81,61,B1,A2,C3,C4,C5,B6,B1,C2,D3,C10
202503,01T25,699,531,B1,C2,A3,C4,C5,A6,A1,A2,D3,C2
202503,01T25,194,147,C1,C2,A3,B4,C5,B6,C1,C2,D3,C4
202503,01T25,37,28,B1,A2,A3,A4,B5,B6,A1,C2,D3,C7
202503,01T25,141,107,B1,A2,B3,C4,B5,C6,B1,D2,C3,C7
202503,01T25,48,36,A1,A2,A3,A4,B5,B6,C1,A2,C3,C8
202503,01T25,163,123,B1,B2,B3,B4,C5,B6,D1,D2,A3,C9
202503,01T25,48,36,A1,A2,C3,C4,C5,B6,D1,D2,A3,C8
202503,01T25,109,82,C1,A2,B3,B4,C5,A6,A1,D2,D3,C1
202503,01T25,77,58,B1,C2,C3,B4,B5,A6,B1,C2,A3,C8
202503,01T25,316,240,C1,A2,B3,C4,B5,A6,C1,D2,A3,C2
202503,01T25,477,362,A1,A2,B3,C4,B5,C6,B1,B2,C3,C2
202503,01T25,399,303,C1,A2,C3,A4,C5,B6,C1,C2,B3,C8
202503,01T25,3,2,B1,B2,C3,C4,B5,C6,D1,B2,D3,C7
202503,01T25,346,262,C1,C2,C3,C4,A5,A6,C1,C2,D3,C2
202503,01T25,266,202,B1,B2,C3,C4,A5,C6,C1,A2,D3,C6
202503,01T25,159,120,B1,B2,B3,C4,C5,C6,B1,A2,D3,C10
202503,01T25,11,8,A1,B2,C3,A4,C5,A6,B1,B2,D3,C3
202503,01T25,1081,821,A1,B2,A3,A4,A5,A6,D1,D2,C3,C1
202503,01T25,434,329,B1,A2,B3,C4,C5,A6,D1,C2,D3,C6
202503,01T25,56,42,B1,C2,B3,B4,C5,A6,C1,B2,B3,C6
202503,01T25,105,79,C1,B2,C3,B4,A5,B6,C1,D2,B3,C10
202503,01T25,227,172,C1,A2,B3,A4,B5,B6,B1,B2,D3,C8
202503,01T25,21,15,A1,C2,C3,B4,B5,A6,A1,C2,D3,C9
202503,01T25,109,82,B1,A2,B3,A4,A5,C6,D1,A2,B3,C10
202503,01T25,242,183,C1,B2,A3,C4,C5,B6,C1,A2,D3,C6
202503,01T25,336,255,C1,A2,C3,B4,A5,A6,C1,B2,D3,C2
202503,01T25,120,91,C1,A2,C3,C4,A5,C6,A1,A2,A3,C3
202503,01T25,199,151,A1,A2,C3,B4,C5,C6,B1,B2,C3,C9
202503,01T25,225,171,C1,C2,B3,B4,C5,C6,B1,A2,D3,C1
202503,01T25,58,44,B1,B2,B3,C4,A5,B6,B1,D2,A3,C3
202503,01T25,170,129,B1,C2,B3,B4,B5,B6,D1,D2,A3,C2
202503,01T25,333,253,B1,A2,C3,B4,A5,B6,D1,D2,C3,C10
202503,01T25,325,247,C1,B2,A3,B4,B5,B6,D1,D2,B3,C2
202503,01T25,1441,1095,C1,A2,A3,A4,A5,A6,C1,B2,B3,C8
202503,01T25,197,149,C1,B2,A3,C4,C5,C6,B1,C2,C3,C1
202503,01T25,308,234,B1,A2,A3,C4,C5,B6,C1,A2,B3,C9
202503,01T25,456,346,B1,A2,B3,B4,C5,B6,A1,A2,B3,C10
202503,01T25,31,23,C1,C2,A3,A4,A5,C6,B1,C2,C3,C10
202503,01T25,47,35,C1,C2,C3,C4,A5,C6,A1,B2,A3,C3
202503,01T25,112,85,B1,C2,C3,B4,B5,C6,D1,B2,D3,C4
202503,01T25,478,363,B1,A2,C3,B4,B5,C6,C1,D2,A3,C1
202503,01T25,133,101,A1,C2,A3,B4,C5,B6,C1,B2,B3,C7
202503,01T25,74,56,B1,B2,A3,C4,A5,C6,C1,B2,D3,C1
202503,01T25,173,131,C1,B2,C3,A4,C5,A6,D1,B2,B3,C2
202503,01T25,72,54,B1,C2,C3,A4,C5,B6,B1,B2,A3,C2
202503,01T25,97,73,A1,C2,A3,B4,B5,C6,B1,A2,D3,C2
202503,01T25,131,99,C1,B2,B3,C4,C5,B6,B1,C2,C3,C4
202503,01T25,439,333,C1,A2,A3,B4,A5,A6,B1,D2,C3,C4
202503,01T25,202,153,B1,A2,C3,B4,C5,C6,B1,A2,D3,C7
202503,01T25,196,148,A1,C2,B3,A4,C5,C6,C1,D2,C3,C8
202503,01T25,184,139,B1,B2,C3,C4,A5,A6,A1,D2,A3,C4
202503,01T25,122,92,C1,C2,C3,C4,B5,B6,B1,A2,D3,C9
202503,01T25,33,25,B1,C2,A3,A4,C5,C6,B1,C2,D3,C6
202503,01T25,669,508,A1,B2,C3,A4,C5,A6,C1,A2,A3,C4
202503,01T25,527,400,B1,C2,C3,C4,C5,A6,A1,C2,B3,C7
202503,01T25,509,386,B1,C2,B3,B4,A5,A6,A1,A2,D3,C7
202503,01T25,520,395,C1,B2,A3,C4,C5,A6,A1,D2,C3,C9
202503,01T25,88,66,C1,C2,B3,A4,B5,C6,A1,C2,B3,C1
202503,01T25,33,25,B1,B2,C3,A4,C5,C6,A1,A2,A3,C10
202503,01T25,4,3,B1,A2,A3,C4,B5,A6,A1,C2,B3,C7
202503,01T25,290,220,A1,B2,C3,A4,A5,B6,A1,A2,C3,C9
202503,01T25,269,204,C1,C2,C3,A4,A5,B6,B1,C2,D3,C9
202503,01T25,270,205,C1,B2,A3,B4,C5,B6,C1,C2,D3,C2
202503,01T25,193,146,B1,C2,C3,A4,A5,B6,C1,D2,D3,C6
202503,01T25,307,233,B1,B2,A3,C4,C5,B6,D1,A2,A3,C1
202503,01T25,64,48,B1,B2,A3,C4,B5,A6,B1,B2,C3,C9
202503,01T25,800,608,C1,C2,C3,C4,C5,A6,C1,B2,C3,C1
202503,01T25,332,252,B1,C2,A3,A4,A5,A6,A1,B2,C3,C1
202503,01T25,246,186,B1,A2,B3,C4,C5,C6,C1,B2,B3,C5
202503,01T25,239,181,C1,B2,B3,B4,A5,A6,C1,A2,D3,C8
202503,01T25,88,66,C1,B2,A3,C4,C5,B6,C1,D2,D3,C3
202503,01T25,100,76,C1,A2,B3,C4,A5,C6,C1,D2,C3,C7
202503,01T25,526,399,C1,A2,A3,A4,C5,C6,B1,C2,A3,C2
202503,01T25,112,85,A1,A2,A3,C4,C5,C6,A1,C2,D3,C4
202503,01T25,5,3,A1,B2,B3,C4,B5,C6,B1,D2,D3,C2
202503,01T25,147,111,B1,B2,B3,C4,A5,B6,C1,D2,A3,C3
202503,01T25,87,66,A1,A2,A3,B4,A5,B6,A1,B2,D3,C3
202503,01T25,346,262,A1,A2,A3,B4,B5,A6,B1,A2,A3,C7
202503,01T25,979,744,B1,B2,A3,A4,A5,A6,D1,A2,B3,C7
202503,01T25,141,107,B1,B2,A3,B4,C5,A6,D1,A2,A3,C7
202503,01T25,432,328,B1,B2,C3,B4,C5,C6,C1,C2,D3,C9
202503,01T25,93,70,A1,B2,B3,C4,C5,B6,B1,D2,C3,C8
202503,01T25,126,95,C1,A2,B3,B4,B5,C6,B1,C2,C3,C7
202503,01T25,113,85,C1,B2,B3,B4,C5,A6,D1,C2,B3,C1
202503,01T25,57,43,A1,A2,C3,C4,B5,C6,B1,C2,D3,C1
202503,01T25,184,139,B1,C2,A3,B4,A5,B6,D1,B2,A3,C6
202503,01T25,7,5,C1,A2,A3,B4,C5,B6,B1,C2,A3,C7
202503,01T25,189,143,B1,C2,A3,C4,B5,B6,A1,B2,B3,C3
202503,01T25,80,60,B1,B2,C3,B4,B5,C6,D1,B2,C3,C5
202503,01T25,162,123,B1,A2,C3,A4,A5,C6,B1,B2,B3,C8
202503,01T25,68,51,A1,B2,A3,A4,A5,A6,B1,D2,B3,C7
202503,01T25,328,249,C1,B2,A3,B4,A5,A6,A1,B2,D3,C2
202503,01T25,116,88,B1,A2,A3,C4,B5,A6,D1,A2,C3,C3
202503,01T25,1099,835,A1,C2,B3,C4,C5,C6,D1,B2,C3,C1
202503,01T25,566,430,C1,A2,C3,A4,A5,C6,B1,D2,B3,C4
202503,01T25,678,515,A1,C2,C3,B4,A5,A6,C1,A2,A3,C10
202503,01T25,3,2,A1,A2,C3,B4,C5,B6,A1,B2,B3,C2
202503,01T25,182,138,A1,C2,A3,B4,C5,B6,A1,D2,A3,C10
202503,01T25,213,161,A1,C2,A3,C4,A5,A6,C1,A2,A3,C8
202503,01T25,186,141,C1,C2,B3,B4,A5,C6,A1,B2,B3,C9
202503,01T25,428,325,C1,C2,C3,B4,C5,A6,A1,B2,A3,C5
202503,01T25,78,59,B1,C2,B3,B4,C5,A6,A1,A2,B3,C2
202503,01T25,147,111,B1,B2,A3,C4,A5,C6,C1,D2,A3,C9
202503,01T25,188,142,A1,A2,A3,C4,A5,C6,A1,B2,A3,C5
202503,01T25,201,152,B1,A2,B3,C4,A5,A6,A1,A2,C3,C5
202503,01T25,191,145,B1,A2,B3,C4,B5,C6,C1,B2,B3,C5
202503,01T25,10,7,C1,C2,B3,C4,A5,A6,D1,A2,D3,C10
202503,01T25,329,250,A1,B2,A3,C4,C5,C6,A1,A2,D3,C3
202503,01T25,307,233,C1,A2,B3,C4,C5,B6,B1,D2,B3,C2
202503,01T25,151,114,A1,B2,C3,C4,A5,C6,B1,A2,B3,C6
202503,01T25,1027,780,C1,B2,A3,C4,B5,B6,B1,B2,B3,C9
202503,01T25,520,395,A1,C2,B3,C4,A5,A6,C1,B2,D3,C7
202503,01T25,78,59,A1,A2,C3,C4,B5,C6,C1,D2,C3,C9
202503,01T25,71,53,A1,B2,B3,B4,B5,C6,D1,D2,A3,C8
202503,01T25,24,18,A1,B2,A3,B4,A5,B6,C1,D2,C3,C8
202503,01T25,347,263,C1,B2,C3,C4,A5,A6,C1,D2,C3,C2
202503,01T25,123,93,A1,B2,C3,C4,C5,A6,A1,C2,C3,C10
202503,01T25,56,42,C1,B2,B3,A4,C5,C6,B1,D2,C3,C1
202503,01T25,750,570,C1,C2,B3,C4,B5,A6,A1,D2,C3,C8
202503,01T25,540,410,C1,B2,A3,C4,B5,C6,C1,A2,A3,C4
202503,01T25,1488,1130,B1,B2,A3,A4,B5,B6,C1,A2,C3,C2
202503,01T25,16,12,B1,B2,B3,B4,C5,B6,A1,C2,C3,C4
202503,01T25,997,757,C1,C2,B3,A4,B5,A6,D1,D2,D3,C9
202503,01T25,217,164,C1,C2,A3,C4,B5,A6,B1,D2,A3,C8
202503,01T25,159,120,C1,C2,A3,C4,A5,C6,B1,B2,C3,C2
202503,01T25,39,29,C1,B2,A3,A4,A5,C6,A1,D2,B3,C7
202503,01T25,94,71,B1,C2,A3,A4,A5,A6,A1,D2,C3,C3
202503,01T25,107,81,C1,B2,A3,A4,C5,A6,B1,C2,C3,C6
202503,01T25,472,358,A1,A2,C3,B4,C5,B6,A1,A2,A3,C4
202503,01T25,26,19,A1,C2,C3,C4,A5,C6,D1,C2,A3,C5
202503,01T25,83,63,B1,C2,C3,C4,B5,C6,A1,A2,D3,C9
202503,01T25,70,53,B1,C2,C3,B4,B5,A6,A1,D2,A3,C3
202503,01T25,132,100,C1,A2,A3,C4,C5,A6,A1,C2,A3,C10
202503,01T25,419,318,C1,C2,C3,B4,C5,A6,C1,C2,C3,C1
202503,01T25,407,309,C1,A2,B3,A4,B5,A6,D1,A2,B3,C5
202503,01T25,290,220,C1,A2,A3,C4,C5,C6,C1,C2,B3,C9
202503,01T25,51,38,A1,B2,C3,B4,B5,B6,C1,D2,A3,C1
202503,01T25,47,35,A1,B2,B3,C4,C5,A6,B1,D2,B3,C7
202503,01T25,14,10,B1,C2,C3,B4,C5,B6,B1,A2,A3,C8
202503,01T25,102,77,A1,C2,B3,A4,C5,A6,B1,D2,A3,C2
202503,01T25,28,21,A1,B2,C3,A4,C5,A6,A1,D2,D3,C8
202503,01T25,483,367,B1,B2,C3,C4,C5,A6,C1,D2,B3,C9
202503,01T25,327,248,C1,C2,C3,A4,A5,B6,C1,C2,A3,C7
202503,01T25,47,35,B1,B2,C3,B4,B5,C6,C1,D2,A3,C3
202503,01T25,1121,851,B1,A2,C3,A4,A5,A6,B1,C2,B3,C1
202503,01T25,533,405,C1,B2,C3,A4,B5,A6,B1,D2,C3,C6
202503,01T25,38,28,B1,A2,B3,B4,C5,C6,B1,A2,B3,C6
202503,01T25,880,668,A1,B2,C3,B4,C5,A6,D1,B2,B3,C10
202503,01T25,110,83,B1,B2,B3,B4,B5,C6,C1,B2,A3,C8
202503,01T25,189,143,B1,A2,B3,B4,C5,A6,A1,A2,B3,C10
202503,01T25,78,59,A1,B2,A3,B4,C5,B6,C1,A2,D3,C3
202503,01T25,160,121,A1,B2,B3,B4,B5,A6,C1,C2,C3,C10
202503,01T25,167,126,C1,C2,B3,A4,C5,A6,C1,C2,D3,C9
202503,01T25,6,4,A1,B2,C3,A4,B5,A6,D1,A2,A3,C9
202503,01T25,117,88,B1,A2,C3,B4,B5,B6,D1,D2,C3,C8
202503,01T25,53,40,B1,B2,A3,B4,C5,A6,A1,B2,A3,C9
202503,01T25,471,357,A1,A2,A3,C4,A5,C6,B1,B2,C3,C3
202503,01T25,1351,1026,A1,C2,C3,B4,B5,C6,A1,B2,B3,C6
202503,01T25,3,2,B1,B2,C3,B4,A5,C6,A1,C2,A3,C5
202503,01T25,229,174,B1,C2,C3,A4,A5,C6,D1,A2,C3,C7
202503,01T25,29,22,C1,A2,C3,C4,C5,C6,D1,C2,C3,C3
202503,01T25,310,235,B1,B2,A3,C4,A5,B6,B1,B2,B3,C6
202503,01T25,139,105,B1,A2,B3,C4,C5,B6,C1,D2,A3,C7
202503,01T25,34,25,C1,C2,A3,A4,A5,C6,B1,C2,C3,C5
202503,01T25,354,269,A1,A2,A3,B4,B5,C6,B1,A2,D3,C10
202503,01T25,315,239,C1,B2,A3,C4,A5,C6,D1,A2,C3,C2
202503,01T25,728,553,A1,C2,A3,A4,B5,A6,D1,A2,D3,C1
202503,01T25,14,10,C1,B2,B3,A4,B5,B6,C1,D2,A3,C5
202503,01T25,87,66,A1,B2,C3,A4,B5,C6,A1,D2,C3,C4
202503,01T25,98,74,A1,A2,C3,C4,C5,A6,A1,C2,B3,C10
202503,01T25,720,547,B1,C2,C3,A4,A5,C6,D1,B2,D3,C4
202503,01T25,87,66,A1,A2,A3,A4,C5,A6,C1,C2,D3,C5
202503,01T25,338,256,A1,C2,C3,B4,B5,A6,B1,C2,A3,C7
202503,01T25,131,99,C1,A2,B3,B4,A5,C6,D1,A2,D3,C5
202503,01T25,98,74,A1,A2,C3,B4,C5,C6,C1,A2,C3,C3
202503,01T25,395,300,A1,B2,A3,B4,A5,B6,B1,D2,B3,C5
202503,01T25,464,352,A1,C2,B3,A4,B5,B6,D1,D2,D3,C2
202503,01T25,375,285,C1,B2,B3,C4,A5,B6,B1,B2,C3,C7
202503,01T25,123,93,A1,C2,C3,C4,A5,C6,A1,C2,D3,C7
202503,01T25,130,98,C1,B2,B3,A4,A5,C6,D1,A2,B3,C10
202503,01T25,22,16,C1,A2,B3,A4,A5,A6,D1,C2,D3,C1
202503,01T25,13,9,C1,A2,B3,C4,B5,A6,A1,A2,B3,C5
202503,01T25,10,7,B1,C2,B3,A4,B5,A6,A1,D2,A3,C6
202503,01T25,161,122,C1,A2,A3,A4,A5,A6,C1,B2,A3,C1
202503,01T25,118,89,A1,A2,C3,C4,C5,C6,A1,C2,A3,C2
202503,01T25,352,267,A1,A2,A3,A4,C5,B6,D1,C2,B3,C1
202503,01T25,176,133,C1,A2,C3,A4,A5,B6,B1,C2,C3,C2
202503,01T25,522,396,B1,C2,C3,A4,B5,B6,B1,B2,C3,C5
202503,01T25,465,353,C1,C2,A3,A4,B5,C6,B1,B2,C3,C9
202504,02T25,280,212,B1,B2,C3,A4,C5,A6,A1,C2,A3,C6
202504,02T25,905,687,A1,C2,A3,A4,A5,B6,A1,B2,A3,C2
202504,02T25,351,266,B1,A2,B3,A4,C5,A6,B1,B2,D3,C5
202504,02T25,228,173,A1,B2,B3,C4,C5,C6,A1,B2,C3,C3
202504,02T25,189,143,A1,B2,A3,A4,C5,C6,D1,D2,D3,C10
202504,02T25,271,205,C1,A2,C3,C4,A5,C6,B1,C2,B3,C2
202504,02T25,359,272,A1,C2,C3,C4,B5,B6,A1,C2,D3,C3
202504,02T25,141,107,B1,B2,A3,A4,B5,A6,C1,A2,C3,C3
202504,02T25,391,297,B1,B2,C3,A4,A5,C6,A1,B2,D3,C9
202504,02T25,232,176,A1,C2,B3,B4,A5,B6,C1,A2,A3,C6
202504,02T25,27,20,A1,A2,C3,A4,B5,C6,A1,C2,C3,C6
202504,02T25,88,66,C1,C2,A3,B4,B5,C6,A1,A2,A3,C10
202504,02T25,196,148,B1,C2,A3,B4,B5,C6,B1,B2,D3,C8
202504,02T25,6,4,C1,A2,B3,C4,C5,C6,D1,B2,C3,C10
202504,02T25,37,28,C1,A2,C3,B4,C5,C6,C1,A2,B3,C9
202504,02T25,423,321,C1,B2,C3,C4,C5,C6,D1,D2,D3,C1
202504,02T25,9,6,A1,A2,A3,B4,A5,B6,A1,C2,D3,C9
202504,02T25,608,462,C1,A2,C3,C4,B5,B6,C1,C2,D3,C1
202504,02T25,449,341,A1,B2,A3,C4,B5,B6,D1,B2,C3,C4
202504,02T25,70,53,C1,B2,C3,C4,C5,A6,A1,A2,B3,C10
202504,02T25,149,113,A1,C2,C3,C4,B5,C6,C1,D2,B3,C1
202504,02T25,356,270,A1,A2,C3,C4,B5,A6,D1,B2,C3,C7
202504,02T25,470,357,C1,B2,B3,B4,C5,C6,D1,B2,B3,C9
202504,02T25,164,124,A1,B2,C3,C4,C5,C6,A1,D2,A3,C3
202504,02T25,149,113,B1,A2,B3,A4,B5,A6,A1,D2,C3,C5
202504,02T25,129,98,C1,B2,B3,C4,B5,C6,D1,D2,A3,C9
202504,02T25,43,32,B1,A2,C3,A4,B5,B6,B1,D2,D3,C2
202504,02T25,157,119,B1,C2,B3,C4,B5,A6,B1,B2,C3,C5
202504,02T25,461,350,C1,C2,B3,C4,B5,C6,B1,C2,A3,C10
202504,02T25,579,440,A1,C2,B3,A4,B5,A6,B1,D2,C3,C1
202504,02T25,298,226,A1,B2,C3,C4,C5,B6,A1,B2,D3,C9
202504,02T25,26,19,C1,C2,C3,C4,A5,B6,D1,B2,A3,C10
202504,02T25,305,231,B1,C2,C3,B4,B5,B6,D1,D2,D3,C4
202504,02T25,63,47,A1,C2,C3,A4,A5,A6,B1,C2,B3,C9
202504,02T25,463,351,A1,B2,A3,B4,A5,A6,B1,D2,B3,C2
202504,02T25,382,290,A1,B2,C3,B4,C5,B6,B1,A2,A3,C9
202504,02T25,517,392,A1,C2,B3,B4,B5,B6,B1,B2,D3,C9
202504,02T25,365,277,A1,C2,C3,B4,C5,C6,A1,B2,B3,C1
202504,02T25,91,69,B1,A2,B3,C4,B5,A6,B1,B2,A3,C9
202504,02T25,485,368,C1,B2,A3,A4,C5,A6,B1,A2,C3,C9
202504,02T25,291,221,A1,C2,B3,B4,B5,C6,B1,C2,C3,C2
202504,02T25,150,114,B1,A2,C3,A4,C5,B6,B1,A2,D3,C10
202504,02T25,65,49,C1,C2,B3,B4,A5,C6,B1,B2,C3,C4
202504,02T25,737,560,A1,A2,A3,B4,A5,C6,A1,B2,B3,C2
202504,02T25,269,204,B1,B2,B3,C4,C5,B6,A1,B2,C3,C5
202504,02T25,110,83,A1,C2,C3,A4,C5,B6,D1,C2,C3,C1
202504,02T25,342,259,C1,B2,B3,A4,A5,C6,C1,C2,A3,C5
202504,02T25,101,76,B1,B2,B3,A4,A5,C6,C1,D2,B3,C3
202504,02T25,57,43,B1,C2,C3,B4,C5,B6,B1,D2,C3,C7
202504,02T25,59,44,A1,C2,C3,A4,C5,B6,C1,D2,C3,C6
202504,02T25,304,231,B1,C2,B3,A4,B5,B6,B1,A2,C3,C10
202504,02T25,407,309,B1,C2,A3,B4,C5,C6,A1,A2,C3,C1
202504,02T25,208,158,C1,C2,B3,C4,A5,C6,C1,D2,B3,C2
202504,02T25,64,48,C1,C2,C3,C4,B5,B6,D1,D2,A3,C7
202504,02T25,14,10,A1,A2,C3,B4,A5,B6,B1,B2,D3,C5
202504,02T25,136,103,B1,A2,C3,C4,C5,B6,B1,D2,B3,C1
202504,02T25,1064,808,C1,B2,C3,B4,B5,A6,D1,A2,A3,C8
202504,02T25,268,203,B1,A2,C3,A4,A5,A6,A1,A2,C3,C7
202504,02T25,35,26,A1,C2,B3,C4,B5,A6,A1,B2,D3,C5
202504,02T25,140,106,C1,A2,B3,A4,B5,B6,D1,A2,A3,C4
202504,02T25,238,180,C1,C2,B3,C4,C5,A6,A1,A2,A3,C10
202504,02T25,19,14,C1,B2,C3,B4,A5,B6,C1,C2,A3,C2
202504,02T25,76,57,C1,C2,C3,A4,C5,B6,C1,A2,A3,C8
202504,02T25,426,323,A1,A2,C3,C4,B5,A6,C1,C2,A3,C3
202504,02T25,169,128,A1,A2,B3,B4,C5,C6,C1,D2,B3,C2
202504,02T25,136,103,C1,C2,C3,B4,C5,C6,D1,A2,D3,C9
202504,02T25,320,243,A1,B2,A3,C4,B5,C6,C1,D2,A3,C1
202504,02T25,157,119,A1,C2,A3,A4,A5,C6,A1,B2,C3,C6
202504,02T25,11,8,A1,B2,A3,A4,B5,A6,B1,A2,C3,C2
202504,02T25,2,1,C1,A2,A3,A4,C5,C6,D1,A2,D3,C4
202504,02T25,222,168,C1,A2,C3,A4,B5,C6,A1,A2,B3,C2
202504,02T25,417,316,B1,B2,B3,B4,A5,C6,B1,C2,B3,C8
202504,02T25,64,48,A1,A2,A3,C4,A5,B6,D1,B2,C3,C9
202504,02T25,38,28,A1,B2,A3,B4,B5,C6,A1,A2,A3,C10
202504,02T25,345,262,B1,A2,C3,C4,A5,A6,C1,A2,C3,C2
202504,02T25,254,193,A1,B2,A3,B4,C5,B6,C1,A2,D3,C6
